,mass,feh,radius,Teff,lum,grav,numax,e_Teff,e_lum,e_feh,e_numax,fDnu_1.70,e_fDnu_1.70,fDnu_2.30,e_fDnu_2.30,fDnu_0.25,e_fDnu_0.25,fDnu_0.29,e_fDnu_0.29,fDnu,e_fDnu
42,1.8,0.0,1.4768081252075826,8700.447326314765,11.257972156465494,0.825323780520905,2078.0846337825574,208.81073583155435,0.22515944312930988,0.1,41.56169267565115,0.8965364890844969,0.004404629159618645,0.8959069660789695,0.0018871722683083125,0.8975096783797221,0.0022430227580045314,0.8952450130517343,0.0022930398258449447,0.8963394780371798,0.0036564316534059005
43,1.8,0.0,1.5063773115024754,8668.25558817024,11.540910161963836,0.7932406712224606,2001.0078041116462,208.03813411608576,0.23081820323927674,0.1,40.02015608223292,0.897759980251092,0.004215906491511989,0.8964768948281624,0.0019799337055386723,0.8991154347034546,0.002648634710528619,0.8961367881001024,0.002637767844268557,0.8975987913967074,0.0040034623259631585
44,1.8,0.0,2.188891251408624,7720.529873658482,15.334954707277815,0.375685241231951,1004.1769388603325,185.29271696780356,0.3066990941455563,0.1,20.083538777206652,0.9220881726589637,0.0035201305808841288,0.9212467254909312,0.0022298218749167154,0.923795294826273,0.0023086139198359446,0.9195963658046507,0.002552252415521372,0.9218856048811992,0.003328868812229102
45,1.8,0.0,3.180616560209671,7056.04718450529,22.589896050857433,0.17793028462627622,497.48363449268993,169.34513242812696,0.45179792101714866,0.1,9.949672689853799,0.9473434509367077,0.005483810102294262,0.9497761012332574,0.006828938392349826,0.951418939089944,0.0056287240687973306,0.9436805814232576,0.005197549002911028,0.950030421577986,0.006091065119472272
46,1.8,0.0,5.5050552542946205,4992.783135821227,16.964453393942623,0.05939489794003953,197.41832021318322,119.82679525970946,0.3392890678788525,0.1,3.9483664042636644,0.9989499671414565,0.007268632105642936,0.9792257670215336,0.001573619855992081,0.992543461530866,0.017149805343510516,1.005045744297524,0.018110710371520233,0.9996205788374595,0.018405328410012967
47,1.8,0.0,7.741213799339442,4839.423089577312,29.60998509575781,0.03003684966418701,101.40683961559185,116.14615414985548,0.5921997019151563,0.1,2.028136792311837,0.9857184247728976,0.003463857171958684,0.9718501545742182,0.002104817393707159,0.9775260760848599,0.008072538091129455,0.9816482928545415,0.006647807573811948,0.9792760146299082,0.007421549769032643
48,1.8,0.4,1.6802665194443622,7561.400953073542,8.3140209419928,0.637552800021412,1721.9664546460106,181.473622873765,0.166280418839856,0.1,34.43932909292021,0.9255459984074342,0.003243794188989735,0.9317670017890771,0.002893953074339095,0.9318765597463642,0.004389991058693921,0.92748909749347,0.004016261287249745,0.9284643759075071,0.004048421480626008
49,1.8,0.4,1.6802665194443622,7561.400953073542,8.3140209419928,0.637552800021412,1721.9664546460106,181.473622873765,0.166280418839856,0.1,34.43932909292021,0.9255459984074342,0.003243794188989735,0.9317670017890771,0.002893953074339095,0.9318765597463642,0.004389991058693921,0.92748909749347,0.004016261287249745,0.9284643759075071,0.004048421480626008
50,1.8,0.4,2.260683888880844,6875.889540409746,10.290605728081687,0.3522028181066525,997.5577435292998,165.0213489698339,0.20581211456163373,0.1,19.951154870586,0.9547707159919774,0.004787703523741416,0.9605166731262429,0.008645713308988834,0.9611608341977693,0.013442269667813034,0.9553984155310253,0.010122409687175038,0.9572450919266814,0.010432280363413149
51,1.8,0.4,3.257491063947169,6335.787090577178,15.40332434587778,0.16963131901388262,500.51306094360814,152.05889017385226,0.3080664869175556,0.1,10.010261218872163,0.980265312957468,0.009636487629961554,1.0050625249074834,0.0029292673141315673,0.9968244788623656,0.013950367245529505,0.9810161664995715,0.014026856103284191,0.9903416755195801,0.014247815655853091
52,1.8,0.4,5.509369093517614,4778.292291671967,14.25411577019927,0.05930192187479096,201.48470108875543,114.67901500012721,0.28508231540398543,0.1,4.029694021775109,0.9937229050049413,0.005685750496530084,0.9818167614831786,0.0018043522240418497,0.9857720591160071,0.006960259256228674,0.9928163193609488,0.0085942447039965,0.9866093305842211,0.008340416699045894
53,1.8,0.4,7.833856692635458,4619.016845818599,25.164895159269598,0.02933062112044601,101.3575606765277,110.85640429964637,0.5032979031853919,0.1,2.027151213530554,0.9845825082515858,0.004608282353518733,0.9727381821329001,0.0023550341626991655,0.9796450237023034,0.007228361372206948,0.9843797910195013,0.007703136615913875,0.980525527095733,0.007297560536907999
