index, star_mass, Xinit, Yinit, Zinit, amlt, fov_shell, fov0_shell, fov_core, fov0_core
7340, 1.23735, 0.69387879, 0.30304138, 0.00307983, 2.602203, 0.006041, 0.003020, 0.000651, 0.000325
7341, 2.03735, 0.72876860, 0.25304138, 0.01819001, 1.902203, 0.006041, 0.003020, 0.015549, 0.007775
7342, 1.63735, 0.71443878, 0.27804138, 0.00751984, 1.552203, 0.006041, 0.003020, 0.010666, 0.005333
7343, 0.83735, 0.72882024, 0.22804138, 0.04313838, 2.252203, 0.006041, 0.003020, 0.000000, 0.000000
7344, 0.88735, 0.75374584, 0.23741638, 0.00883778, 2.383453, 0.006041, 0.003020, 0.000000, 0.000000
7345, 1.68735, 0.66850547, 0.28741638, 0.04407815, 1.683453, 0.006041, 0.003020, 0.011724, 0.005862
7346, 2.08735, 0.73395461, 0.26241638, 0.00362901, 1.333453, 0.006041, 0.003020, 0.015747, 0.007874
7347, 1.28735, 0.66898275, 0.31241638, 0.01860087, 2.033453, 0.006041, 0.003020, 0.001666, 0.000833
7348, 1.48735, 0.77260292, 0.22491638, 0.00248070, 1.858453, 0.006041, 0.003020, 0.006815, 0.003407
7349, 2.28735, 0.71222380, 0.27491638, 0.01285982, 2.558453, 0.006041, 0.003020, 0.016178, 0.008089
7350, 1.88735, 0.74441557, 0.24991638, 0.00566805, 2.208453, 0.006041, 0.003020, 0.014558, 0.007279
7351, 1.08735, 0.67133876, 0.29991638, 0.02874485, 1.508453, 0.006041, 0.003020, 0.000000, 0.000000
7352, 0.98735, 0.71598083, 0.28116638, 0.00285279, 2.120953, 0.006041, 0.003020, 0.000000, 0.000000
7353, 1.78735, 0.75198450, 0.23116638, 0.01684912, 1.420953, 0.006041, 0.003020, 0.013408, 0.006704
7354, 2.18735, 0.68733921, 0.30616638, 0.00649441, 1.770953, 0.006041, 0.003020, 0.016018, 0.008009
7355, 1.38735, 0.70630516, 0.25616638, 0.03752846, 2.470953, 0.006041, 0.003020, 0.004086, 0.002043
7356, 1.18735, 0.70202615, 0.29366638, 0.00430746, 1.595953, 0.006041, 0.003020, 0.000000, 0.000000
7357, 1.98735, 0.73110755, 0.24366638, 0.02522607, 2.295953, 0.006041, 0.003020, 0.015295, 0.007647
7358, 1.58735, 0.67957527, 0.31866638, 0.00175835, 2.645953, 0.006041, 0.003020, 0.009475, 0.004737
7359, 0.78735, 0.72084519, 0.26866638, 0.01048843, 1.945953, 0.006041, 0.003020, 0.000000, 0.000000
7360, 0.76235, 0.69448380, 0.30147888, 0.00403732, 2.011578, 0.006041, 0.003020, 0.000000, 0.000000
7361, 1.56235, 0.72482570, 0.25147888, 0.02369542, 1.311578, 0.006041, 0.003020, 0.008838, 0.004419
7362, 1.96235, 0.72175175, 0.27647888, 0.00176937, 1.661578, 0.006041, 0.003020, 0.015142, 0.007571
7363, 1.16235, 0.76300254, 0.22647888, 0.01051857, 2.361578, 0.006041, 0.003020, 0.000000, 0.000000
7364, 1.36235, 0.68344105, 0.31397888, 0.00258007, 1.486578, 0.006041, 0.003020, 0.003440, 0.001720
7365, 2.16235, 0.72072089, 0.26397888, 0.01530023, 2.186578, 0.006041, 0.003020, 0.015963, 0.007981
7366, 1.76235, 0.70471238, 0.28897888, 0.00630874, 2.536578, 0.006041, 0.003020, 0.013041, 0.006520
7367, 0.96235, 0.72454599, 0.23897888, 0.03647513, 1.836578, 0.006041, 0.003020, 0.000000, 0.000000
7368, 1.06235, 0.74001987, 0.25772888, 0.00225125, 2.449078, 0.006041, 0.003020, 0.000000, 0.000000
7369, 1.86235, 0.68062744, 0.30772888, 0.01164368, 1.749078, 0.006041, 0.003020, 0.014315, 0.007157
7370, 2.26235, 0.76177561, 0.23272888, 0.00549551, 1.399078, 0.006041, 0.003020, 0.016146, 0.008073
7371, 1.46235, 0.68930747, 0.28272888, 0.02796365, 2.099078, 0.006041, 0.003020, 0.006123, 0.003062
